none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es-es
HallGame_Bet_State,Bet,शर्त,เดิมพัน,Bet,賭注,Cược,Bertaruh,పందెం,पण,Aposta,apostar
HallGame_End_State,Open,खुला,เปิด,Open,打開,Mở,Membuka,తెరిచి ఉంది,उघडा,Abrir,abrir
UI_Player_Vip_Received,Received,प्राप्त किया,ได้รับแล้ว,Received,已收到,Đã nhận,Diterima,అందుకుంది,प्राप्त केले,Recebido,Recibido
UI_Player_Vip_WashCode,Betting Bonus,सट्टेबाजी बोनस,โบนัสจากการเดิมพัน,Betting Bonus,投注紅利,Thưởng đặt cược,Bonus Taruhan,బెట్టింగ్ బోనస్,बेटिंग बोनस,Bônus de Aposta,bono de apuesta
UI_Player_Vip_Unclaimable,Unclaimable,दावा न करने योग्य,ไม่สามารถเรียกค่าชดเชยได้,Unclaimable,不可索賠,Không thể khóa,Tidak dapat diklaim,క్లెయిమ్ చేయలేనిది,उपलब्ध नाही,Inclaimável,irreclamable
UI_Player_Vip_Bonus,Bonus,बोनस,โบนัส,奖金,獎金,Tiền thưởng,Bonus,బోనస్,बोनस,Bônus,Bonos
UI_Player_Vip_TOP1,RANK SYSTEM,रँक सिस्टम,ระบบการจัดอันดับ,RANK SYSTEM,排名系統,HỆ THỐNG XẾP HẠNG,SISTEM PERINGKAT,ర్యాంక్ సిస్టమ్,रैंक प्रणाली,SISTEMA DE CLASSIFICAÇÃO,sistema de ranking
UI_Player_Vip_TOP,ALOT OF BENEFITS WITH ,सह भरपूर फायदे,ประโยชน์มากมาย,ALOT OF BENEFITS WITH ,很多好處,RẤT NHIỀU LỢI ÍCH VỚI,BANYAK KEUNTUNGAN DENGAN,దీనితో చాలా ప్రయోజనాలు,के साथ बहुत से लाभ,MUITOS BENEFÍCIOS COM,muchos beneficios con 
UI_Player_Vip_PROMOTION,PROMOTION BONUS,पदोन्नति बोनस,โบนัสจากเลื่อนขั้น,BONUS,晉級獎金,THƯỞNG KHUYẾN MÃI,BONUS PROMOSI,BONUS,BONUS,BÔNUS PROMOÇÃO,Bono de promoción
UI_Player_Vip_Pri,VIP Privileges,व्हीआयपी विशेषाधिकार,สิทธิพิเศษวีไอพี,VIP Privileges,貴賓禮遇,Đặc quyền VIP,Keistimewaan VIP,VIP అధికారాలు,वीआईपी विशेषाधिकार,Privilégios VIP,privilegios VIP
UI_Player_Vip_TG,More details in our VIP Telegram channel,आमच्या VIP टेलिग्राम चॅनेलमध्ये अधिक तपशील,ดูรายละเอียดเพิ่มเติมในช่อง VIP Telegram ของเรา,More details in our VIP Telegram channel,在我們的 VIP 電報頻道了解更多詳情,Chi tiết tại kênh Telegram VIP của chúng tôi,Detail lebih lanjut di saluran Telegram VIP kami,మా VIP టెలిగ్రామ్ ఛానెల్,हमारे वीआईपी टेलीग्राम चैनल में अधिक जानकारी,Mais detalhes em nosso canal VIP Telegram,más detalles en nuestro canal de Telegram VIP
UI_Player_Vip_Lock,Lock,ताला,ล็อค,Lock,鎖定,Khóa,Kunci,Lock,Lock,Trancar,Cerrar
UI_Player_Vip_Not_standard,Uncompleted,अपूर्ण,ยังไม่เสร็จ,Not up to standard,未完成,Chưa hoàn thành,Belum selesai,Not up to standard,Not up to standard,Incompleto,Incompleto
UI_Player_Vip_Thecodingquantity,Bet Amount,कोडिंग मात्रा अभी भी है,จำนวนเงินเดิมพันยังต้องการ,The coding quantity is still,打碼量還需,Số tiền đặt cược,Kuantitas pengkodean masih,The coding quantity is still,The coding quantity is still,Total de aposta,Monto de la apuesta
UI_Player_Vip_Topupisstill,Recharge,जमा,ยังต้องเติมเงิน,Top up is still,還需充值,Nạp,Menyetor,Top up is still,Top up is still,Depósito,Recargo
UI_Player_Vip_passed_evel,You have passed this level,आप इस स्तर को पार कर चुके हैं,คุณผ่านด่านนี้ไปแล้ว,You hace passed this level,你已經過了這個關卡,Bạn đã vượt qua cấp này,Anda telah melewati level ini,You hace passed this level,You hace passed this level,Você passou este nível,Has pasado este nivel
UI_Player_Vip_Currentlevel,Current level,वर्तमान स्तर,ระดับปัจจุบัน,Current level,當前水平,Cấp hiện tại,Level saat ini,Current level,Current level,Nível atual,Nivel actual
UI_Player_Vip_Maxlevel,Highest level,से अधिक है,ถึงขีดจำกัดสูงสุดแล้ว,Highest level,已達到最大,Cấp cao nhất,Memiliki lebih dari,Highest level,Highest level,Highest level,Nivel más alto
UI_Player_Vip_highest_level,Congratulations on reaching the highest level,से अधिक है,ถึงขีดจำกัดสูงสุดแล้ว,Congratulations on reaching the highest level,已達到最大,Chúc mừng bạn đã đạt cấp cao nhất,Memiliki lebih dari,Congratulations on reaching the highest level,Congratulations on reaching the highest level,Parabéns por alcançar o mais alto nível,Felicitaciones por alcanzar el nivel más alto.
UI_Player_Vip_Equity_degree,Member privilege,सदस्य विशेषाधिकार,สิทธิพิเศษของสมาชิก,Equity of degree,會員特權,Đặc quyền thành viên,Keistimewaan anggota,Equity of degree,Equity of degree,Privilégio de membro,Privilegio de miembro
UI_Player_Vip_Upgradeawards,PROMOTION BONUS,पदोन्नति बोनस,โบนัสจากเลื่อนขั้น,PROMOTION BONUS,晉級獎金,THƯỞNG KHUYẾN MÃI,BONUS PROMOSI,ప్రమోషన్ బోనస్,प्रमोशन बोनस,BÔNUS PROMOÇÃO,Bono de promoción
UI_Player_Vip_Weeksamounts,WEEKLY BONUS,साप्ताहिक बोनस,โบนัสรายสัปดาห์,WEEKLY BONUS,每週獎金,THƯỞNG HÀNG TUẦN,BONUS MINGGUAN,వారపు బోనస్,साप्ताहिक बोनस,BÔNUS SEMANAL,Bono semanal
UI_Player_Vip_Monthlyamounts,MONTHLY BONUS,मासिक बोनस,โบนัสรายเดือน,MONTHLY BONUS,每月獎金,THƯỞNG HÀNG THÁNG,BONUS BULANAN,నెలవారీ బోనస్,मासिक बोनस,BÔNUS MENSAL,Bono mensual
UI_Player_Vip_WeekGift,WEEKLY BONUS,साप्ताहिक बोनस,โบนัสรายสัปดาห์,WEEKLY BONUS,每週獎金,THƯỞNG HÀNG TUẦN,BONUS MINGGUAN,వారపు బోనస్,साप्ताहिक बोनस,BÔNUS SEMANAL,Bono semanal
UI_Player_Vip_MonthlyGift,MONTHLY BONUS,मासिक बोनस,โบนัสรายเดือน,MONTHLY BONUS,每月獎金,THƯỞNG HÀNG THÁNG,BONUS BULANAN,నెలవారీ బోనస్,मासिक बोनस,BÔNUS MENSAL,Bono mensual
UI_Player_Vip_NetxLvInfo,The VIP{level} qualification can be unlocked by accumulating BRL  {gold}  recharge and valid bet of {bet} BRL. Get discounts on high games.,BRL {गोल्ड} रिचार्ज आणि {bet} BRL ची वैध पैज जमा करून VIP{स्तरीय} पात्रता अनलॉक केली जाऊ शकते. उच्च खेळांवर सवलत मिळवा.,คุณสมบัติ VIP{level} สามารถปลดล็อกได้โดยผ่านการเติมเงิน BRL{gold} และการเดิมพัน BRL{bet} ที่มีประสิทธิภาพ เพื่อได้รับส่วนลดของเกมพรีเมี่ยม,The VIP{level} qualification can be unlocked by accumulating BRL  {gold}  recharge and valid bet of {bet} BRL. Get discounts on high games.,VIP{level}資格可通過累積BRL  {gold} 充值和有效投注{bet} BRL來解鎖。 獲得高級遊戲的折扣。,Có thể mở khóa tiêu chuẩn VIP{level} bằng cách tích lũy số tiền nạp lại BRL {vàng} và đặt cược hợp lệ là {bet} BRL. Được giảm giá khi chơi game cao.,Kualifikasi {level} VIP dapat dibuka dengan mengakumulasikan pengisian ulang BRL {emas} dan taruhan {taruhan} BRL yang valid. Dapatkan diskon untuk permainan yang lebih tinggi,BRL {గోల్డ్} రీఛార్జ్ మరియు {bet} BRL యొక్క చెల్లుబాటు అయ్యే పందెం సేకరించడం ద్వారా VIP{level} అర్హతను అన్,वीआईपी {स्तर} योग्यता को बीआरएल {गोल्ड} रिचार्ज और {बेट} बीआरएल की वैध शर्त जमा करके अनलॉक किया जा सकता है। उच्च खेलों पर छूट प्राप्त करें।,A qualificação VIP{level} pode ser desbloqueada acumulando BRL  {gold}  de recarga e aposta válida de {bet} BRL. Obtenha descontos em jogos altos.,La calificación VIP {level} se puede desbloquear acumulando una recarga de BRL {gold} y una apuesta válida de {bet} BRL. Consigue descuentos en juegos de altura.
